"Trx
 No",Plaza No (Exit),Lane No (Exit),"Entry
Plaza","Job
No","Transaction 
Date & Time",Trx,AVC,"Payment
Mode","Fare 
Amount
(RM)","Account
Type",Mfg No/Tag ID,Vehicle No,"Paid 
Amount
(RM)","Penalty
Code",Balance,Exceptional
172,201,K03,202,1,1/10/2025 7:43,1,1,RFID,4.5,3,E2806F1220000702423B6821,DFJ3005,4.5,,75.5,
173,201,K03,202,1,1/10/2025 7:43,1,1,RFID,4.5,3,E2806F1220004902425CB465,VPR2297,4.5,,17.76,
174,201,K03,202,1,1/10/2025 7:44,1,1,RFID,4.5,3,E280110520007B4CE05E0A55,JVC6782,4.5,,160.37,
175,201,K03,202,1,1/10/2025 7:45,1,1,RFID,4.5,3,E2806F1220003602424F6BD5,JXT1989,4.5,,178.63,
176,201,K03,202,1,1/10/2025 7:45,1,1,RFID,4.5,3,E280110520007083C6D70A55,JTX9875,4.5,,75.5,
177,201,K03,202,1,1/10/2025 7:46,1,1,RFID,4.5,3,E28011052000771AF3A80ACE,JSP9959,4.5,,602.7,
178,201,K03,202,1,1/10/2025 7:46,1,1,RFID,4.5,3,E280110520007556E1E40A55,JVH8850,4.5,,75.5,
179,201,K03,202,1,1/10/2025 7:46,1,1,RFID,4.5,3,E280110520007105CCE70A55,JSC6575,4.5,,75.5,
180,201,K03,202,1,1/10/2025 7:46,1,1,RFID,4.5,3,E280110520007312F9C00ACE,JPL9772,4.5,,75.5,
181,201,K03,203,1,1/10/2025 7:47,1,1,RFID,9.2,3,E28011052000754BE87F0ACC,JWF7410,9.2,,692.85,
182,201,K03,202,1,1/10/2025 7:48,1,1,RFID,4.5,3,E280110520007099C7070A55,JTV4500,4.5,,"1,351.54",
183,201,K03,202,1,1/10/2025 7:48,1,1,RFID,4.5,3,E2806F12200077024133A86A,PPB2808,4.5,,75.5,
184,201,K03,202,1,1/10/2025 7:49,1,1,RFID,4.5,3,E280110520007309E8D00ACC,JVU877,4.5,,75.5,
185,201,K03,202,1,1/10/2025 7:49,1,1,RFID,4.5,3,E28011052000754CC63F0A55,STA5497A,4.5,,75.5,
186,201,K03,202,1,1/10/2025 7:49,1,1,RFID,4.5,3,E2806F1220003C024245A87F,JVS3907,4.5,,75.5,
187,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,3,E28011052000718A73B40ADF,JWS7712,4.5,,48.76,
188,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,3,E2806F122000110242496CDE,JXW8805,4.5,,75.5,
189,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,3,E2806F1220008B0241308E83,JVW9466,4.5,,99.44,
190,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,3,E280110520007183E8000ACC,VKU2882,4.5,,3.97,
191,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,3,E280110520007192E8690ACC,JUJ3829,4.5,,75.5,
192,201,K03,202,1,1/10/2025 7:50,1,1,RFID,4.5,3,E280110520007315E90B0ACC,JQH6361,4.5,,198.36,
193,201,K03,202,1,1/10/2025 7:51,1,1,RFID,4.5,3,E2806F1220001F02412D8B7B,JPD8676,4.5,,213.95,
194,201,K03,203,1,1/10/2025 7:51,1,1,RFID,9.2,3,E2806F122000CB024223E68B,JVG8019,9.2,,168.55,
195,201,K03,202,1,1/10/2025 7:52,1,1,RFID,4.5,3,E2806F122000520242446A8B,JYE9345,4.5,,176.96,
196,201,K03,202,1,1/10/2025 7:52,1,1,RFID,4.5,3,E2806F1220003F024150B5EB,JUD9268,4.5,,75.5,
197,201,K03,202,1,1/10/2025 7:52,1,1,RFID,4.5,3,E2806F122000EC0241514D86,JQM5707,4.5,,75.5,
198,201,K03,203,1,1/10/2025 7:53,1,1,RFID,9.2,3,E2806F1220009F023E85DCCA,JSH7070,9.2,,70.8,
199,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,3,E28011052000789BCD990A55,AJA7013,4.5,,162.06,
200,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,3,E280110520007785CAFB0A55,JRG6220,4.5,,75.5,
201,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,3,E28011052000705AE8940ACC,JWJ8830,4.5,,162.41,
202,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,3,E28011052000769319D10A56,JHG8686,4.5,,116.19,
203,201,K03,202,1,1/10/2025 7:53,1,1,RFID,4.5,3,E2806F122000B402424FC6A9,JSQ3083,4.5,,75.5,
204,201,K03,202,1,1/10/2025 7:54,1,1,RFID,4.5,3,E2806F122000C302412D15ED,EV889,4.5,,613.97,
205,201,K03,203,1,1/10/2025 7:54,1,1,RFID,9.2,3,E28011052000768ECAEA0A55,JRC2021,9.2,,70.8,
206,201,K03,202,1,1/10/2025 7:54,1,1,RFID,4.5,3,E28011052000744DE3010A55,JXG7875,4.5,,75.5,
207,201,K03,202,1,1/10/2025 7:54,1,1,RFID,4.5,3,E2806F1220007E02413ABFB1,FG2282,4.5,,211.38,
208,201,K03,203,1,1/10/2025 7:55,1,1,RFID,9.2,3,E2801105200078D28CF30A1C,JSQ7434,9.2,,24.8,
209,201,K03,202,1,1/10/2025 7:56,1,1,RFID,4.5,3,E2C06A122000FC022CBF7580,SLZ2736T,4.5,,95.58,
210,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,3,E2806F122000DE023EB09FA7,JXF9633,4.5,,201.62,
211,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,3,E280110520007191A41009ED,JUF7619,4.5,,582.47,
212,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,3,E2806F1220009E02423B1A4B,VPF8618,4.5,,75.5,
213,201,K03,204,1,1/10/2025 7:57,1,1,RFID,13.5,3,E2806F122000B1024137ADBC,IM9636,13.5,,124.13,
214,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,3,E280110520007B19CB0C0A55,SA8888V,4.5,,75.5,
215,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,3,E280110520007A51E30B0A55,JSL6885,4.5,,145.57,
216,201,K03,202,1,1/10/2025 7:57,1,1,RFID,4.5,3,E2003412012F0100062EE81C,JSN983,4.5,,273.97,
217,201,K03,204,1,1/10/2025 7:58,1,1,RFID,13.5,3,E2806F122000C4024120D745,WJL1117,13.5,,171.22,
218,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,3,E2806F1220005102424FC128,JMG8575,4.5,,254.89,
219,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,3,E28011052000734BE7790ACC,JPN6558,4.5,,75.5,
220,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,3,E2806F122000E4023E8528AE,RV3968,4.5,,101.1,
221,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,3,E2806F122000700242496187,UUM2211,4.5,,330.69,
222,201,K03,202,1,1/10/2025 7:58,1,1,RFID,4.5,3,E28011052000724AE18A0A55,JMR688,4.5,,479.63,
223,201,K03,202,1,1/10/2025 7:59,1,1,RFID,4.5,3,E2806F12200008023E98CA27,SYM7090,4.5,,33.64,
224,201,K03,202,1,1/10/2025 8:01,1,1,RFID,4.5,3,E2806F1220005F02412D5C92,JKT8238,4.5,,305.32,
225,201,K03,203,1,1/10/2025 8:01,1,1,RFID,9.2,3,E28011052000775DE30F0A55,JRF1082,9.2,,70.8,
226,201,K03,203,1,1/10/2025 8:01,1,1,RFID,9.2,3,E2806F122000DB0241377A5B,JWF8585,9.2,,292.9,
227,201,K03,202,1,1/10/2025 8:02,1,1,RFID,4.5,3,E280110520007252C5540A55,JDR1234,4.5,,183.14,
228,201,K03,202,1,1/10/2025 8:02,1,1,RFID,4.5,3,E28011052000795EE86A0ACC,JXC9742,4.5,,75.5,
229,201,K03,204,1,1/10/2025 8:02,1,1,RFID,13.5,3,E2801105200070C3F9550ACE,PNP8454,13.5,,351.94,
230,201,K03,203,1,1/10/2025 8:02,1,1,RFID,9.2,3,E28011052000768AE82F0ACC,JUC6363,9.2,,106.72,
231,201,K03,203,1,1/10/2025 8:03,1,1,RFID,9.2,3,E2806F122000C3023E98679A,VLR5642,9.2,,9.22,
232,201,K03,203,1,1/10/2025 8:03,1,1,RFID,9.2,3,E28011052000749BCA470A55,MDH8362,9.2,,197.51,
233,201,K03,202,1,1/10/2025 8:03,1,1,RFID,4.5,3,E2806F122000EB02423B70FE,JXU3399,4.5,,75.5,
234,201,K03,202,1,1/10/2025 8:04,1,1,RFID,4.5,3,E2806F122000DB02413350D9,JWV881,4.5,,75.5,
236,201,K03,202,1,1/10/2025 8:04,1,1,RFID,4.5,3,E280110520007B4BF49F0ACE,JJM2828,4.5,,435.71,
237,201,K03,203,1,1/10/2025 8:05,1,1,RFID,9.2,3,E2806F1220008502424483E9,JUP2212,9.2,,140.12,
238,201,K03,202,1,1/10/2025 8:06,1,1,RFID,4.5,3,E28011052000751EE9280ACC,JWS6351,4.5,,75.5,
239,201,K03,204,1,1/10/2025 8:06,1,1,RFID,13.5,3,E2806F122000B1023E9C112E,BPL8119,13.5,,161.23,
240,201,K03,202,1,1/10/2025 8:06,1,1,RFID,4.5,3,E280110520007912F9E60ACE,JVU9870,4.5,,75.5,
241,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,3,E28011052000790CF9150ACE,JSM9420,4.5,,81.25,
242,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,3,E280110520007292D5DD09ED,JRP9126,4.5,,582.07,
243,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,3,E2806F1220007202424EAE3A,JYA2102,4.5,,81.95,
244,201,K03,202,1,1/10/2025 8:07,1,1,RFID,4.5,3,E2003412012E200000255E60,JVP9789,4.5,,176.18,
245,201,K03,203,1,1/10/2025 8:08,1,1,RFID,9.2,3,E2801105200077940BCA0A5A,JVM2162,9.2,,415.09,
246,201,K03,202,1,1/10/2025 8:08,1,1,RFID,4.5,3,E280110520007299C6C10A55,JUU9125,4.5,,21.03,
247,201,K03,202,1,1/10/2025 8:08,1,1,RFID,4.5,3,E280110520007395F9080ACE,JTV4371,4.5,,75.5,
248,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,3,E2806F122000E502424AD022,VNR9994,4.5,,75.5,
249,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,3,E2806F122000E90241307C45,JXH6323,4.5,,129.16,
250,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,3,E2003412012720000024B151,JWK118,4.5,,75.5,
251,201,K03,202,1,1/10/2025 8:09,1,1,RFID,4.5,3,E2806F122000F002412D7A59,JWF7893,4.5,,8.95,
252,201,K03,203,1,1/10/2025 8:09,1,1,RFID,9.2,3,E28011052000755BC86A0A55,QS6849M,9.2,,70.8,
253,201,K03,202,1,1/10/2025 8:10,1,1,RFID,4.5,3,E280110520007289C6770A55,JSC4952,4.5,,75.5,
254,201,K03,202,1,1/10/2025 8:10,1,1,RFID,4.5,3,E280110520007251F8F50ACE,JWW8039,4.5,,297.8,
255,201,K03,202,1,1/10/2025 8:10,1,1,RFID,4.5,3,E280110520007B93E96B0ACC,JWH9393,4.5,,"1,108.86",
256,201,K03,203,1,1/10/2025 8:10,1,1,RFID,9.2,3,E280110520007304CCEA0A55,JUJ8398,9.2,,2.02,
257,201,K03,203,1,1/10/2025 8:10,1,1,RFID,9.2,3,E2806F122000540241507893,JWW9119,9.2,,101.55,
258,201,K03,202,1,1/10/2025 8:11,1,1,RFID,4.5,3,E2806F1220007C024224A770,JWH330,4.5,,160.5,
259,201,K03,202,1,1/10/2025 8:11,1,1,RFID,4.5,3,E2806F122000E2023E852D6D,JRN733,4.5,,191.79,
260,201,K03,202,1,1/10/2025 8:12,1,1,RFID,4.5,3,E2801105200072440AEE0A5A,JGE5627,4.5,,313.63,
261,201,K03,202,1,1/10/2025 8:12,1,1,RFID,4.5,3,E2801105200074CD19C20A56,JSS7199,4.5,,449.28,
262,201,K03,203,1,1/10/2025 8:12,1,1,RFID,9.2,3,E2801105200073923F6609A4,JQJ6052,9.2,,70.8,
263,201,K03,202,1,1/10/2025 8:12,1,1,RFID,4.5,3,E280110520007383E7D50ACC,JQS1317,4.5,,75.5,
264,201,K03,202,1,1/10/2025 8:13,1,1,RFID,4.5,3,E2806F12200094024244DF10,QAB892L,4.5,,83,
265,201,K03,202,1,1/10/2025 8:13,1,1,RFID,4.5,3,E280110520007B164325097F,QS7640K,4.5,,413.93,
266,201,K03,203,1,1/10/2025 8:13,1,1,RFID,9.2,3,E28011052000771B0BD50A5A,VEQ1005,9.2,,117.24,
267,201,K03,203,1,1/10/2025 8:13,1,1,RFID,9.2,3,E2806F1220006E02413ADB39,VGE5175,9.2,,85.78,
268,201,K03,202,1,1/10/2025 8:13,1,1,RFID,4.5,3,E280110520007494728C0ADF,JWD1331,4.5,,247.23,
269,201,K03,202,1,1/10/2025 8:14,1,1,RFID,4.5,3,E2801105200071420C330A5A,JMV6622,4.5,,332.05,
270,201,K03,203,1,1/10/2025 8:14,1,1,RFID,9.2,3,E2806F122000C10241228D5A,VAN494,9.2,,24.63,
271,201,K03,203,1,1/10/2025 8:14,1,1,RFID,9.2,3,E280110520007A49E8220ACC,JRJ9102,9.2,,6.9,
272,201,K03,202,1,1/10/2025 8:14,1,1,RFID,4.5,3,E280110520007549E94A0ACC,JSJ9878,4.5,,72.97,
273,201,K03,202,1,1/10/2025 8:14,1,1,RFID,4.5,3,E2806F1220004D0241513CED,JSN21,4.5,,120.1,
274,201,K03,202,1,1/10/2025 8:15,1,1,RFID,4.5,3,E28011052000748BCCBF0A55,JTY3128,4.5,,45.63,
275,201,K03,203,1,1/10/2025 8:15,1,1,RFID,9.2,3,E2801105200078DCC8860A55,JUY1358,9.2,,45.35,
276,201,K03,202,1,1/10/2025 8:15,1,1,RFID,4.5,3,E28011052000791CE0E40A55,JTP3896,4.5,,202.27,
277,201,K03,202,1,1/10/2025 8:15,1,1,RFID,4.5,3,E2806F122000D8024244696E,JJU2880,4.5,,"1,933.03",
278,201,K03,203,1,1/10/2025 8:16,1,1,RFID,9.2,3,E2806F12200024023E854AC6,JWW213,9.2,,70.8,
279,201,K03,202,1,1/10/2025 8:16,1,1,RFID,4.5,3,E2801105200078DEC6140A55,JPM7577,4.5,,75.5,
280,201,K03,202,1,1/10/2025 8:16,1,1,RFID,4.5,3,E2806F122000D202423D56A3,JXM8288,4.5,,8.08,
281,201,K03,202,1,1/10/2025 8:16,1,1,RFID,4.5,3,E280110520007049CA280A55,VCS2099,4.5,,772.6,
282,201,K03,202,1,1/10/2025 8:17,1,1,RFID,4.5,3,E280110520007351E84C0ACC,JTQ8085,4.5,,75.5,
283,201,K03,202,1,1/10/2025 8:17,1,1,RFID,4.5,3,E2801105200071950FCE09DB,JRD9280,4.5,,278.85,
284,201,K03,202,1,1/10/2025 8:17,1,1,RFID,4.5,3,E28011052000725DE20F0A55,MBH9620,4.5,,3.5,
285,201,K03,203,1,1/10/2025 8:18,1,1,RFID,9.2,3,E28011052000778BE78E09ED,JTB9446,9.2,,60.74,
286,201,K03,202,1,1/10/2025 8:18,1,1,RFID,4.5,3,E28011052000749BF6720AD3,JWQ1211,4.5,,"10,550.04",
287,201,K03,202,1,1/10/2025 8:18,1,1,RFID,4.5,3,E2806F1220000A02423B4CB3,JQQ8334,4.5,,81.36,
288,201,K03,202,1,1/10/2025 8:19,1,1,RFID,4.5,3,E28011052000774CC6EE0A55,JSU9819,4.5,,162.52,
289,201,K03,202,1,1/10/2025 8:19,1,1,RFID,4.5,3,E2003412013120000024C57B,JVQ5702,4.5,,15.26,
290,201,K03,204,1,1/10/2025 8:19,1,1,RFID,13.5,3,E28011052000708EC5380A55,JNY8833,13.5,,193.33,
291,201,K03,202,1,1/10/2025 8:19,1,1,RFID,4.5,3,E28011052000724DE8AC0ACC,VS690,4.5,,256.28,
292,201,K03,202,1,1/10/2025 8:19,1,1,RFID,4.5,3,E2801105200078CAC9A90A55,SYQ7208,4.5,,96.12,
293,201,K03,202,1,1/10/2025 8:19,1,1,RFID,4.5,3,E2806F122000E90241313C97,JVH9359,4.5,,210.73,
294,201,K03,202,1,1/10/2025 8:20,1,1,RFID,4.5,3,E280110520007284E9700ACC,JQQ3812,4.5,,"1,384.80",
296,201,K03,202,1,1/10/2025 8:21,1,1,RFID,4.5,3,E28011052000778CD58109ED,CDS1126,4.5,,137.57,
297,201,K03,202,1,1/10/2025 8:21,1,1,RFID,4.5,3,E2806F122000E202413762C2,JDB222,4.5,,75.5,
298,201,K03,202,1,1/10/2025 8:23,1,1,RFID,4.5,3,E2801105200078DCC6B90A55,DDW7177,4.5,,241.96,
299,201,K03,202,1,1/10/2025 8:23,1,1,RFID,4.5,3,E2801105200074CAA3FE09ED,JTR1124,4.5,,75.5,
300,201,K03,202,1,1/10/2025 8:23,1,1,RFID,4.5,3,E2806F122000D4024131009F,JXG9961,4.5,,75.5,
301,201,K03,202,1,1/10/2025 8:23,1,1,RFID,4.5,3,E2806F1220000D024120A24B,JQY6456,4.5,,177.06,
302,201,K03,203,1,1/10/2025 8:23,1,1,RFID,9.2,3,E2806F122000F10242243663,VBK8583,9.2,,43.39,
303,201,K03,202,1,1/10/2025 8:23,1,1,RFID,4.5,3,E280110520007AC9E11F0A55,JRM268,4.5,,731.73,
304,201,K03,203,1,1/10/2025 8:24,1,1,RFID,9.2,3,E280110520007196E8920ACC,JWK3183,9.2,,46.81,
305,201,K03,202,1,1/10/2025 8:24,1,1,RFID,4.5,3,E2801105200071118CF30A1C,JSC2391,4.5,,75.5,
306,201,K03,202,1,1/10/2025 8:24,1,1,RFID,4.5,3,E2801105200070438CE10A1C,JRC7720,4.5,,461.96,
307,201,K03,202,1,1/10/2025 8:24,1,1,RFID,4.5,3,E28011052000779DF37E0ACE,JWD6557,4.5,,75.5,
308,201,K03,202,1,1/10/2025 8:25,1,1,RFID,4.5,3,E2806F1220009B023E84F664,JXC6389,4.5,,386.6,
309,201,K03,202,1,1/10/2025 8:25,1,1,RFID,4.5,3,E28011052000708EE8490ACC,JLN8181,4.5,,23.72,
310,201,K03,202,1,1/10/2025 8:25,1,1,RFID,4.5,3,E280110520007A4149490AE3,JPD911,4.5,,152.91,
311,201,K03,202,1,1/10/2025 8:25,1,1,RFID,4.5,3,E28011052000709D49100AE3,NDR649,4.5,,65.33,
312,201,K03,203,1,1/10/2025 8:26,1,1,RFID,9.2,3,E28011052000775419090A56,TCD909,9.2,,97.75,
313,201,K03,202,1,1/10/2025 8:27,1,1,RFID,4.5,3,E2806F122000BA02424EC894,JQJ1414,4.5,,75.5,
314,201,K03,202,1,1/10/2025 8:27,1,1,RFID,4.5,3,E2806F1220006A024150509B,JUJ9566,4.5,,"3,043.88",
315,201,K03,202,1,1/10/2025 8:27,1,1,RFID,4.5,3,E28011052000744BF5E90AD3,JWG1177,4.5,,124.97,
316,201,K03,203,1,1/10/2025 8:27,1,1,RFID,9.2,3,E280110520007989CDA50A55,JRR6754,9.2,,87.33,
317,201,K03,202,1,1/10/2025 8:28,1,1,RFID,4.5,3,E280110520007949B8E90AD1,DEW30,4.5,,9.5,
318,201,K03,202,1,1/10/2025 8:28,1,1,RFID,4.5,3,E2806F12200084023EB12296,JUT9684,4.5,,75.5,
319,201,K03,202,1,1/10/2025 8:28,1,1,RFID,4.5,3,E280110520007A8EF9280ACE,JNT6,4.5,,84.84,
320,201,K03,203,1,1/10/2025 8:28,1,1,RFID,9.2,3,E2801105200076CACCE40A55,JTS3429,9.2,,70.8,
321,201,K03,202,1,1/10/2025 8:28,1,1,RFID,4.5,3,E28011052000739DC6960A55,JMN6222,4.5,,"3,635.39",
322,201,K03,203,1,1/10/2025 8:29,1,1,RFID,9.2,3,E28011052000730AE2380A55,JWF8152,9.2,,249.61,
323,201,K03,203,1,1/10/2025 8:31,1,1,RFID,9.2,3,E2806F1220002F0241512D8C,UM8045,9.2,,6.11,
324,201,K03,202,1,1/10/2025 8:31,1,1,RFID,4.5,3,E2806F1220000D024150E22E,JWU9329,4.5,,106.36,
325,201,K03,202,1,1/10/2025 8:31,1,1,RFID,4.5,3,E2806F12200072023E9C4B82,QS717S,4.5,,138.12,
326,201,K03,202,1,1/10/2025 8:31,1,1,RFID,4.5,3,E2801105200070CDCA220A55,JSV7988,4.5,,97.49,
327,201,K03,203,1,1/10/2025 8:32,1,1,RFID,9.2,3,E280110520007855E8890ACC,NEA7456,9.2,,70.8,
330,201,K03,203,1,1/10/2025 8:33,1,1,RFID,9.2,3,E2806F1220003C02412D768B,BQP3417,9.2,,73.17,
331,201,K03,202,1,1/10/2025 8:34,1,1,RFID,4.5,3,E2801105200074DBE2530A55,JUA9939,4.5,,75.5,
332,201,K03,202,1,1/10/2025 8:34,1,1,RFID,4.5,3,E28011052000754BE13A0A55,JVQ262,4.5,,260.19,
333,201,K03,202,1,1/10/2025 8:34,1,1,RFID,4.5,3,E2806F1220001002412D9FCC,JXF6901,4.5,,9.86,
334,201,K03,203,1,1/10/2025 8:34,1,1,RFID,9.2,3,E280110520007645FA480ACE,JPE5141,9.2,,94.13,
335,201,K03,202,1,1/10/2025 8:34,1,1,RFID,4.5,3,E280110520007086F8FD0ACE,JSW9585,4.5,,76.18,
336,201,K03,202,1,1/10/2025 8:34,1,1,RFID,4.5,3,E2806F1220004202424AD5DA,JLM9269,4.5,,179.87,
337,201,K03,202,1,1/10/2025 8:34,1,1,RFID,4.5,3,E28011052000708EE2370A55,JTR1991,4.5,,3.34,
338,201,K03,204,1,1/10/2025 8:34,1,1,RFID,13.5,3,E2806F122000BE02413AB2D3,JWM2781,13.5,,78.91,
339,201,K03,203,1,1/10/2025 8:35,1,1,RFID,9.2,3,E2806F12200055024245851C,SB2830J,9.2,,7.43,
340,201,K03,202,1,1/10/2025 8:35,1,1,RFID,4.5,3,E2003412012D0300086BAFBE,Y5255,4.5,,104.83,
341,201,K03,202,1,1/10/2025 8:35,1,1,RFID,4.5,3,E2806F122000A202412234B3,JVV7459,4.5,,118.3,
342,201,K03,203,1,1/10/2025 8:35,1,1,RFID,9.2,3,E2801105200071020C120A5A,FF8041,9.2,,"2,809.78",
343,201,K03,203,1,1/10/2025 8:36,1,1,RFID,9.2,3,E2806F122000DF024243DD01,JXQ9680,9.2,,70.8,
344,201,K03,202,1,1/10/2025 8:36,1,1,RFID,4.5,3,E2806F1220001A023E9C0411,JWX1341,4.5,,405.72,
345,201,K03,203,1,1/10/2025 8:36,1,1,RFID,9.2,3,E2806F12200089023E84E51B,JQX2199,9.2,,11.57,
346,201,K03,202,1,1/10/2025 8:36,1,1,RFID,4.5,3,E280110520007151E07C0A55,VAB8900,4.5,,169.88,
347,201,K03,202,1,1/10/2025 8:36,1,1,RFID,4.5,3,E28011052000790219D00A56,G1M3637,4.5,,116.9,
348,201,K03,202,1,1/10/2025 8:36,1,1,RFID,4.5,3,E2801105200079553F6209A4,VV5199,4.5,,122.26,
349,201,K03,202,1,1/10/2025 8:36,1,1,RFID,4.5,3,E280110520007783C71D0A55,JUU2522,4.5,,75.5,
350,201,K03,203,1,1/10/2025 8:36,1,1,RFID,9.2,3,E2806F122000A2024249BFD4,Jul-27,9.2,,10.67,
351,201,K03,203,1,1/10/2025 8:37,1,1,RFID,9.2,3,E2806F1220000D0242444CD3,W5794J,9.2,,12.42,
352,201,K03,202,1,1/10/2025 8:37,1,1,RFID,4.5,3,E280110520007053C6370A55,JTA8675,4.5,,75.5,
353,201,K03,202,1,1/10/2025 8:37,1,1,RFID,4.5,3,E28011052000745CE7890ACC,JVY288,4.5,,462.08,
354,201,K03,202,1,1/10/2025 8:38,1,1,RFID,4.5,3,E2806F1220009502424EF086,PETRA1769,4.5,,75.5,
355,201,K03,203,1,1/10/2025 8:38,1,1,RFID,9.2,3,E2806F122000C1023E9C8FED,JWW4799,9.2,,114.68,
356,201,K03,203,1,1/10/2025 8:38,1,1,RFID,9.2,3,E280110520007082C5830A55,JSE9171,9.2,,70.8,
359,201,K03,202,1,1/10/2025 8:40,1,1,RFID,4.5,3,E28011052000724CF94B0ACE,TCK5138,4.5,,144.05,
360,201,K03,203,1,1/10/2025 8:40,1,1,RFID,9.2,3,E280110520007711FA440ACE,JWG8768,9.2,,97.75,
361,201,K03,202,1,1/10/2025 8:41,1,1,RFID,4.5,3,E2806F122000220241334D1A,ANY1012,4.5,,44.63,
362,201,K03,202,1,1/10/2025 8:41,1,1,RFID,4.5,3,E280110520007A8BB8EE0AD1,JPT3918,4.5,,392.85,
363,201,K03,202,1,1/10/2025 8:42,1,1,RFID,4.5,3,E280110520007591C59B0A55,JRX6003,4.5,,595.02,
364,201,K03,204,1,1/10/2025 8:42,1,1,RFID,13.5,3,E2806F1220009B02413AA563,WTS2011,13.5,,66.5,
365,201,K03,203,1,1/10/2025 8:42,1,1,RFID,9.2,3,E2806F122000A502423DAD5D,WPF6259,9.2,,23.81,
366,201,K03,202,1,1/10/2025 8:43,1,1,RFID,4.5,3,E2801105200070C3E13A0A55,JUJ4515,4.5,,79.49,
367,201,K03,202,1,1/10/2025 8:44,1,1,RFID,4.5,3,E28011052000774CE7EF0ACC,SMM4335,4.5,,187.09,
368,201,K03,203,1,1/10/2025 8:44,1,1,RFID,9.2,3,E2801105200076598CFE0A1C,QTT5677,9.2,,73.58,
369,201,K03,202,1,1/10/2025 8:44,1,1,RFID,4.5,3,E2801105200072C28CAE0A1C,JLS8130,4.5,,561.69,
370,201,K03,202,1,1/10/2025 8:45,1,1,RFID,4.5,3,E280110520007556E1E30A55,JSW7112,4.5,,9.04,
371,201,K03,204,1,1/10/2025 8:45,1,1,RFID,13.5,3,E2806F1220007302424EBF94,JPX4757,13.5,,66.5,
372,201,K03,202,1,1/10/2025 8:46,1,1,RFID,4.5,3,E2806F12200082024224BBB5,VPH6789,4.5,,75.5,
373,201,K03,202,1,1/10/2025 8:46,1,1,RFID,4.5,3,E2003412012A20000025260B,JSX7168,4.5,,75.5,
374,201,K03,202,1,1/10/2025 8:46,1,1,RFID,4.5,3,E280110520007B06E96C0ACC,JPV589,4.5,,75.5,
375,201,K03,202,1,1/10/2025 8:46,1,1,RFID,4.5,3,E28011052000779EF65A0AD3,VJM8285,4.5,,75.5,
376,201,K03,202,1,1/10/2025 8:47,1,1,RFID,4.5,3,E2806F122000660242452BE1,VPA9673,4.5,,661.37,
377,201,K03,202,1,1/10/2025 8:47,1,1,RFID,4.5,3,E2806F122000A9024243DADC,JXE1583,4.5,,120.24,
378,201,K03,202,1,1/10/2025 8:48,1,1,RFID,4.5,3,E2801105200070DECCE20A55,JEB8968,4.5,,183.92,
379,201,K03,202,1,1/10/2025 8:48,1,1,RFID,4.5,3,E280110520007A8CF4AC0ACE,JVD8810,4.5,,75.5,
380,201,K03,202,1,1/10/2025 8:49,1,1,RFID,4.5,3,E280110520007181E9240ACC,FF3951,4.5,,75.5,
381,201,K03,202,1,1/10/2025 8:49,1,1,RFID,4.5,3,E2801105200072DBE8E00ACC,JTY857,4.5,,75.5,
382,201,K03,202,1,1/10/2025 8:49,1,1,RFID,4.5,3,E280110520007482A3F909ED,JTG6671,4.5,,90.3,
383,201,K03,202,1,1/10/2025 8:49,1,1,RFID,4.5,3,E2C06A1220003D022CBAB719,SMA9177E,4.5,,199.52,
384,201,K03,202,1,1/10/2025 8:49,1,1,RFID,4.5,3,E2806F1220006E0242243688,JWS1901,4.5,,75.5,
385,201,K03,202,1,1/10/2025 8:50,1,1,RFID,4.5,3,E280110520007A84CAFE0A55,JQR7200,4.5,,31.4,
386,201,K03,202,1,1/10/2025 8:50,1,1,RFID,4.5,3,E2806F122000B8023E85B2A7,JUU5681,4.5,,75.5,
