"Trx
 No",Plaza No (Exit),Lane No (Exit),"Entry
Plaza","Job
No","Transaction 
Date & Time",Trx,AVC,"Payment
Mode","Fare 
Amount
(RM)","Account
Type",Mfg No/Tag ID,Vehicle No,"Paid 
Amount
(RM)","Penalty
Code",Balance,Exceptional
183,202,K06,201,1,1/10/2025 8:08,1,1,RFID,4.5,3,E280110520007B11E8D60ACC,JQX8177,4.5,,75.5,
184,202,K06,203,1,1/10/2025 8:09,1,1,RFID,5.6,3,E280110520007A4AC8560A55,JSC450,5.6,,78.71,
185,202,K06,201,1,1/10/2025 8:09,1,1,RFID,4.5,3,E280110520007044A7D40AD1,WB2490L,4.5,,276.03,
186,202,K06,201,1,1/10/2025 8:09,1,1,RFID,4.5,3,E28011052000778BC6790A55,W3822U,4.5,,75.5,
187,202,K06,201,1,1/10/2025 8:09,1,1,RFID,4.5,3,E2806F12200023024120FCB5,JNA4267,4.5,,75.5,
188,202,K06,203,1,1/10/2025 8:10,1,1,RFID,5.6,3,E2806F12200098024120C2E8,JXY8587,5.6,,47.67,
189,202,K06,201,1,1/10/2025 8:10,1,1,RFID,4.5,3,E280110520007581C4EC0A55,JTU1101,4.5,,76.89,
190,202,K06,201,1,1/10/2025 8:10,1,1,RFID,4.5,3,E2003412013401000637CCBC,JMJ8550,4.5,,75.5,
191,202,K06,201,1,1/10/2025 8:10,1,1,RFID,4.5,3,E280110520007885C4FF0A55,WWB3659,4.5,,75.5,
192,202,K06,201,1,1/10/2025 8:10,1,1,RFID,4.5,3,E280110520007104C5370A55,JUE6678,4.5,,295.75,
193,202,K06,201,1,1/10/2025 8:10,1,1,RFID,4.5,3,E2806F122000E3023E98DFDA,JUM9951,4.5,,75.5,
194,202,K06,201,1,1/10/2025 8:10,1,1,RFID,4.5,3,E28011052000731BC8490A55,JTE34,4.5,,104.55,
195,202,K06,203,1,1/10/2025 8:10,1,1,RFID,5.6,3,E2806F1220003102423B20D4,SYD9919,5.6,,19.8,
196,202,K06,201,1,1/10/2025 8:11,1,1,RFID,4.5,3,E2806F122000BD02424F4B00,JXN5259,4.5,,75.5,
197,202,K06,201,1,1/10/2025 8:11,1,1,RFID,4.5,3,E2801105200076D1C71C0A55,WQF5787,4.5,,75.5,
198,202,K06,201,1,1/10/2025 8:11,1,1,RFID,4.5,3,E28011052000711D0C100A5A,JUD4076,4.5,,75.5,
199,202,K06,203,1,1/10/2025 8:11,1,1,RFID,5.6,3,E28011052000784B8CF50A1C,JVR1806,5.6,,201.99,
200,202,K06,201,1,1/10/2025 8:11,1,1,RFID,4.5,3,E2806F122000DD0241212D08,JTJ4079,4.5,,7.49,
201,202,K06,201,1,1/10/2025 8:11,1,1,RFID,4.5,3,E2806F12200049023E98B441,JWY3681,4.5,,962.64,
202,202,K06,201,1,1/10/2025 8:12,1,1,RFID,4.5,3,E2801105200070CDC9A80A55,PMR2111,4.5,,209.34,
203,202,K06,201,1,1/10/2025 8:12,1,1,RFID,4.5,3,E2806F1220003C0241312BB4,JJA4622,4.5,,75.5,
204,202,K06,201,1,1/10/2025 8:12,1,1,RFID,4.5,3,E2801105200074C3E7D40ACC,JSD8142,4.5,,3.87,
205,202,K06,201,1,1/10/2025 8:12,1,1,RFID,4.5,3,E2806F1220002E0242242E02,JNM3384,4.5,,329.92,
206,202,K06,203,1,1/10/2025 8:12,1,1,RFID,5.6,3,E280110520007A4C19E80A56,JQY8427,5.6,,102.9,
207,202,K06,201,1,1/10/2025 8:13,1,1,RFID,4.5,3,E2806F1220002C02424DDE21,JSX2282,4.5,,85.25,
208,202,K06,201,1,1/10/2025 8:13,1,1,RFID,4.5,3,E280110520007553C8660A55,JVG5955,4.5,,75.5,
209,202,K06,201,1,1/10/2025 8:14,1,1,RFID,4.5,3,E2806F122000AE0241207EDF,WA36Q,4.5,,564.16,
210,202,K06,201,1,1/10/2025 8:14,1,1,RFID,4.5,3,E2806F1220004802424AD1A9,VPR1173,4.5,,327.75,
211,202,K06,204,1,1/10/2025 8:15,1,1,RFID,9.9,3,E280110520007B93F97A0ACE,JMS6196,9.9,,70.1,
212,202,K06,203,1,1/10/2025 8:15,1,1,RFID,5.6,3,E28011052000744EE2120A55,W6091Y,5.6,,74.4,
213,202,K06,201,1,1/10/2025 8:15,1,1,RFID,4.5,3,E280110520007586E1680A55,JQV4098,4.5,,97.12,
214,202,K06,201,1,1/10/2025 8:16,1,1,RFID,4.5,3,E2806F1220000902424EEE5B,JXY9797,4.5,,75.5,
215,202,K06,201,1,1/10/2025 8:16,1,1,RFID,4.5,3,E2806F122000F10242451663,AKJ2831,4.5,,155.38,
216,202,K06,203,1,1/10/2025 8:16,1,1,RFID,5.6,3,E280110520007915E96A0ACC,JVL4035,5.6,,74.4,
217,202,K06,201,1,1/10/2025 8:16,1,1,RFID,4.5,3,E2003412012C200000252440,SWH1991,4.5,,"3,963.25",
218,202,K06,201,1,1/10/2025 8:16,1,1,RFID,4.5,3,E2801105200078DCC5BA0A55,JRV2558,4.5,,361.24,
219,202,K06,201,1,1/10/2025 8:17,1,1,RFID,4.5,3,E2806F1220003302423B3D32,VBU6568,4.5,,162.85,
220,202,K06,201,1,1/10/2025 8:17,1,1,RFID,4.5,3,E2806F122000EA02412D76A1,JXW1426,4.5,,822.98,
221,202,K06,201,1,1/10/2025 8:17,1,1,RFID,4.5,3,E2801105200076DC78C50ADF,JWW7398,4.5,,369.81,
222,202,K06,203,1,1/10/2025 8:17,1,1,RFID,5.6,3,E2801105200076C9CB120A55,JVM2198,5.6,,17.49,
223,202,K06,201,1,1/10/2025 8:18,1,1,RFID,4.5,3,E2801105200076C6E8B60ACC,JTE5850,4.5,,691.6,
224,202,K06,201,1,1/10/2025 8:19,1,1,RFID,4.5,3,E28011052000745BC8C50A55,VGS5812,4.5,,78.5,
225,202,K06,201,1,1/10/2025 8:19,1,1,RFID,4.5,3,E280110520007951E3160A55,RAE2794,4.5,,75.5,
226,202,K06,201,1,1/10/2025 8:19,1,1,RFID,4.5,3,E2806F122000AC0241506CB6,JXD7724,4.5,,484.31,
227,202,K06,201,1,1/10/2025 8:19,1,1,RFID,4.5,3,E280110520007A84E2A70A55,VDX6878,4.5,,97.93,
228,202,K06,201,1,1/10/2025 8:19,1,1,RFID,4.5,3,E280110520007AC9C5400A55,JTY8662,4.5,,75.5,
229,202,K06,201,1,1/10/2025 8:19,1,1,RFID,4.5,3,E28011052000735AE9040ACC,JSC730,4.5,,319.19,
230,202,K06,201,1,1/10/2025 8:20,1,1,RFID,4.5,3,E200341201330300086F939F,JQV9793,4.5,,"1,056.16",
231,202,K06,201,1,1/10/2025 8:21,1,1,RFID,4.5,3,E2806F1220006702412D7B6F,JRT8531,4.5,,75.5,
232,202,K06,201,1,1/10/2025 8:21,1,1,RFID,4.5,3,E280110520007B14A3D909ED,JQQ5095,4.5,,173.26,
233,202,K06,201,1,1/10/2025 8:21,1,1,RFID,4.5,3,E2806F122000AA023EB07B68,VCX6113,4.5,,163.37,
234,202,K06,201,1,1/10/2025 8:21,1,1,RFID,4.5,3,E280110520007B5449100AE3,JWC4890,4.5,,62.45,
235,202,K06,201,1,1/10/2025 8:22,1,1,RFID,4.5,3,E2806F1220005502424FCD61,JXX6379,4.5,,75.5,
236,202,K06,201,1,1/10/2025 8:22,1,1,RFID,4.5,3,E2806F122000130241228F13,JVJ2503,4.5,,4.21,
237,202,K06,201,1,1/10/2025 8:22,1,1,RFID,4.5,3,E2806F122000410241207A38,WC775H,4.5,,75.5,
238,202,K06,201,1,1/10/2025 8:23,1,1,RFID,4.5,3,E2806F1220002E02424EEE3B,JDQ23,4.5,,"1,239.07",
239,202,K06,203,1,1/10/2025 8:23,1,1,RFID,5.6,3,E2806F122000E802412D0D72,JTT5698,5.6,,74.4,
240,202,K06,201,1,1/10/2025 8:23,1,1,RFID,4.5,3,E2801105200078D6E7F40ACC,JVV4130,4.5,,9.29,
241,202,K06,203,1,1/10/2025 8:23,1,1,RFID,5.6,3,E280110520007311E9050ACC,VBS6557,5.6,,74.4,
242,202,K06,201,1,1/10/2025 8:23,1,1,RFID,4.5,3,E280110520007952E9C00ACC,GG1629,4.5,,268.64,
243,202,K06,201,1,1/10/2025 8:24,1,1,RFID,4.5,3,E2806F1220000E0241512A21,JMP3955,4.5,,75.5,
244,202,K06,201,1,1/10/2025 8:24,1,1,RFID,4.5,3,E280110520007442E2190A55,JVT2098,4.5,,104.53,
245,202,K06,201,1,1/10/2025 8:25,1,1,RFID,4.5,3,E2806F122000E402423B4B84,A7701A,4.5,,75.5,
246,202,K06,201,1,1/10/2025 8:26,1,1,RFID,4.5,3,E280110520007503C5320A55,PPD5775,4.5,,"3,353.74",
247,202,K06,201,1,1/10/2025 8:26,1,1,RFID,4.5,3,E2801105200070DED66009ED,VE3618,4.5,,115.17,
248,202,K06,201,1,1/10/2025 8:27,1,1,RFID,4.5,3,E28011052000774BB8DA0AD1,QS8065Q,4.5,,83.19,
249,202,K06,201,1,1/10/2025 8:28,1,1,RFID,4.5,3,E2806F1220003402424FCC1C,VAE4789,4.5,,264.46,
250,202,K06,201,1,1/10/2025 8:28,1,1,RFID,4.5,3,E2806F1220001F02415073D6,QAB3959A,4.5,,75.5,
251,202,K06,201,1,1/10/2025 8:28,1,1,RFID,4.5,3,E2806F122000DF0241209FBF,JQQ7700,4.5,,88.74,
252,202,K06,201,1,1/10/2025 8:28,1,1,RFID,4.5,3,E2806F1220009102423DA8F9,WXJ9229,4.5,,122.17,
253,202,K06,201,1,1/10/2025 8:29,1,1,RFID,4.5,3,E2003412012C02000661BDF3,JSF9144,4.5,,1.71,
254,202,K06,203,1,1/10/2025 8:29,1,1,RFID,5.6,3,E280110520007A42F8F80ACE,VHN9256,5.6,,85.78,
255,202,K06,201,1,1/10/2025 8:29,1,1,RFID,4.5,3,E280110520007519E7C60ACC,PHL3311,4.5,,141.6,
256,202,K06,201,1,1/10/2025 8:30,1,1,RFID,4.5,3,E2806F1220003A024252EB55,JYJ7111,4.5,,75.5,
257,202,K06,201,1,1/10/2025 8:30,1,1,RFID,4.5,3,E280110520007089C5800A55,WWR5806,4.5,,75.5,
258,202,K06,201,1,1/10/2025 8:31,1,1,RFID,4.5,3,E2801105200078D173D30ADF,JQW1027,4.5,,75.5,
259,202,K06,204,1,1/10/2025 8:31,1,1,RFID,9.9,3,E28011052000784519A10A56,BHG2510,9.9,,70.1,
260,202,K06,203,1,1/10/2025 8:32,1,1,RFID,5.6,3,E2806F122000FE02424515B1,JGD1551,5.6,,3.74,
261,202,K06,201,1,1/10/2025 8:33,1,1,RFID,4.5,3,E280110520007552B8D80AD1,JVR5387,4.5,,75.5,
262,202,K06,201,1,1/10/2025 8:34,1,1,RFID,4.5,3,E28011052000795EE86A0ACC,JXC9742,4.5,,75.5,
263,202,K06,201,1,1/10/2025 8:34,1,1,RFID,4.5,3,E2806F122000A7024244A0D4,JWM1881,4.5,,298.04,
264,202,K06,204,1,1/10/2025 8:35,1,1,RFID,9.9,3,E280110520007A4B19B30A56,JUD2807,9.9,,39.93,
265,202,K06,201,1,1/10/2025 8:35,1,1,RFID,4.5,3,E2801105200070549D190A1C,JUD43,4.5,,19.46,
266,202,K06,204,1,1/10/2025 8:35,1,1,RFID,9.9,3,E280110520007306C9C40A55,JML972,9.9,,42.41,
267,202,K06,204,1,1/10/2025 8:35,1,1,RFID,9.9,3,E2806F1220001A02423D831D,JXS7123,9.9,,21.46,
268,202,K06,201,1,1/10/2025 8:35,1,1,RFID,4.5,3,E28011052000735CC8B80A55,JSD3886,4.5,,17.38,
269,202,K06,201,1,1/10/2025 8:36,1,1,RFID,4.5,3,E28011052000718673D60ADF,QS5U,4.5,,"15,437.22",
270,202,K06,204,1,1/10/2025 8:36,1,1,RFID,9.9,3,E2806F122000C702423B55D3,WB1552F,9.9,,70.1,
271,202,K06,201,1,1/10/2025 8:37,1,1,RFID,4.5,3,E2806F122000620241209E87,JWS4031,4.5,,890.77,
272,202,K06,201,1,1/10/2025 8:37,1,1,RFID,4.5,3,E2806F1220004802413B2373,JNT978,4.5,,75.5,
273,202,K06,203,1,1/10/2025 8:37,1,1,RFID,5.6,3,E28011052000798319CA0A56,JRQ3669,5.6,,72.07,
274,202,K06,203,1,1/10/2025 8:37,1,1,RFID,5.6,3,E28011052000768EC6D10A55,JRB8873,5.6,,74.4,
275,202,K06,201,1,1/10/2025 8:38,1,1,RFID,4.5,3,E2806F122000F202424A4572,JXY8169,4.5,,128.71,
276,202,K06,201,1,1/10/2025 8:38,1,1,RFID,4.5,3,E2806F122000D6023E9BFD6D,JVY522,4.5,,328.22,
277,202,K06,201,1,1/10/2025 8:39,1,1,RFID,4.5,3,E2003412012C010004E24931,PLV6199,4.5,,75.5,
278,202,K06,201,1,1/10/2025 8:39,1,1,RFID,4.5,3,E2003412012C200000254AF3,JVY986,4.5,,761.84,
279,202,K06,201,1,1/10/2025 8:39,1,1,RFID,4.5,3,E2806F122000E00242494F7D,ANV2451,4.5,,135.37,
280,202,K06,204,1,1/10/2025 8:39,1,1,RFID,9.9,3,E2806F122000BD023E98C5EF,GT7699,9.9,,573.4,
281,202,K06,201,1,1/10/2025 8:39,1,1,RFID,4.5,3,E2806F12200017024150D06C,JSJ6122,4.5,,94.37,
282,202,K06,201,1,1/10/2025 8:40,1,1,RFID,4.5,3,E28011052000730ECA630A55,JUH4950,4.5,,75.5,
283,202,K06,201,1,1/10/2025 8:40,1,1,RFID,4.5,3,E280110520007501FA360ACE,JWP9919,4.5,,"1,992.87",
284,202,K06,201,1,1/10/2025 8:40,1,1,RFID,4.5,3,E2806F122000C102412D6D37,JWN9917,4.5,,135.54,
285,202,K06,201,1,1/10/2025 8:40,1,1,RFID,4.5,3,E2806F122000E902413087AA,JUG6894,4.5,,114.84,
286,202,K06,201,1,1/10/2025 8:42,1,1,RFID,4.5,3,E2801105200076D4C5920A55,JUU9851,4.5,,830.36,
287,202,K06,201,1,1/10/2025 8:43,1,1,RFID,4.5,3,E28011052000715BCB050A55,VAR1637,4.5,,86.27,
288,202,K06,201,1,1/10/2025 8:43,1,1,RFID,4.5,3,E2806F12200096024122A1EE,SWJ6309,4.5,,75.5,
289,202,K06,201,1,1/10/2025 8:44,1,1,RFID,4.5,3,E28011052000799BB8D70AD1,JST9892,4.5,,75.5,
291,202,K06,201,1,1/10/2025 8:45,1,1,RFID,4.5,3,E28011052000735EE78F0ACC,JTV9472,4.5,,81.67,
292,202,K06,201,1,1/10/2025 8:46,1,1,RFID,4.5,3,E280110520007292CCB20A55,UTM6565,4.5,,387.86,
293,202,K06,201,1,1/10/2025 8:46,1,1,RFID,4.5,3,E2801105200074D1C6F90A55,W6615H,4.5,,30.05,
294,202,K06,201,1,1/10/2025 8:46,1,1,RFID,4.5,3,E2806F1220008C0241210C47,JNE7718,4.5,,87.31,
295,202,K06,201,1,1/10/2025 8:46,1,1,RFID,4.5,3,E28011052000794E19CF0A56,SYR522,4.5,,75.5,
296,202,K06,201,1,1/10/2025 8:46,1,1,RFID,4.5,3,E280110520007303F9940ACE,JVM6695,4.5,,169.25,
297,202,K06,201,1,1/10/2025 8:47,1,1,RFID,4.5,3,E2806F12200057024121B139,SMM6818,4.5,,98.07,
298,202,K06,201,1,1/10/2025 8:47,1,1,RFID,4.5,3,E2806F12200021023E9836BF,JWB9916,4.5,,75.5,
299,202,K06,201,1,1/10/2025 8:48,1,1,RFID,4.5,3,E28011052000748B0BB60A5A,SYT8311,4.5,,294.58,
300,202,K06,204,1,1/10/2025 8:48,1,1,RFID,9.9,3,E280110520007744F9320ACE,AMN545,9.9,,70.1,
301,202,K06,201,1,1/10/2025 8:48,1,1,RFID,4.5,3,E2806F1220009F0242459861,VGH4333,4.5,,86.66,
302,202,K06,201,1,1/10/2025 8:49,1,1,RFID,4.5,3,E2806F1220008702424FCD26,VFV376,4.5,,80.42,
303,202,K06,201,1,1/10/2025 8:50,1,1,RFID,4.5,3,E28011052000745AF3A00ACE,JVW8168,4.5,,634.38,
304,202,K06,201,1,1/10/2025 8:51,1,1,RFID,4.5,3,E280110520007645E7660ACC,JWB6259,4.5,,75.5,
305,202,K06,201,1,1/10/2025 8:52,1,1,RFID,4.5,3,E280110520007A94F9300ACE,WC9686V,4.5,,75.5,
306,202,K06,204,1,1/10/2025 8:52,1,1,RFID,9.9,3,E28011052000759D19D30A56,JUB6403,9.9,,70.1,
307,202,K06,201,1,1/10/2025 8:52,1,1,RFID,4.5,3,E28011052000715EE07E0A55,WQF8812,4.5,,200.58,
308,202,K06,201,1,1/10/2025 8:52,1,1,RFID,4.5,3,E2806F1220008E02424E35D6,JVV8436,4.5,,75.5,
310,202,K06,201,1,1/10/2025 8:52,1,1,RFID,4.5,3,E280110520007349C50B0A55,VBN2212,4.5,,880.88,
311,202,K06,201,1,1/10/2025 8:53,1,1,RFID,4.5,3,E2801105200075998C940A1C,JPD8606,4.5,,254.92,
312,202,K06,201,1,1/10/2025 8:53,1,1,RFID,4.5,3,E28011052000705219A90A56,JMC6766,4.5,,361.47,
313,202,K06,201,1,1/10/2025 8:53,1,1,RFID,4.5,3,E2801105200074CAC6B50A55,JNU5673,4.5,,89.53,
314,202,K06,201,1,1/10/2025 8:53,1,1,RFID,4.5,3,E280110520007542CCB00A55,JSB3919,4.5,,126.44,
315,202,K06,201,1,1/10/2025 8:55,1,1,RFID,4.5,3,E280110520007593739D0ADF,WTB9111,4.5,,107.08,
316,202,K06,201,1,1/10/2025 8:55,1,1,RFID,4.5,3,E280110520007A8AF9A70ACE,JST8262,4.5,,75.5,
317,202,K06,201,1,1/10/2025 8:55,1,1,RFID,4.5,3,E2801105200071164322097F,JUP5430,4.5,,90.92,
318,202,K06,201,1,1/10/2025 8:55,1,1,RFID,4.5,3,E2806F122000EF02424A84E6,FFF686,4.5,,232.45,
319,202,K06,203,1,1/10/2025 8:55,1,1,RFID,5.6,3,E2806F1220006202412D9F69,QM8020M,5.6,,74.4,
320,202,K06,201,1,1/10/2025 8:56,1,1,RFID,4.5,3,E2806F122000100241211094,JSP1734,4.5,,75.5,
321,202,K06,201,1,1/10/2025 8:56,1,1,RFID,4.5,3,E280110520007313E3040A55,JWB1393,4.5,,884.37,
322,202,K06,201,1,1/10/2025 8:56,1,1,RFID,4.5,3,E280110520007393CCD20A55,JPN2318,4.5,,75.5,
323,202,K06,201,1,1/10/2025 8:57,1,1,RFID,4.5,3,E2806F12200027024122A166,ANN8178,4.5,,283.69,
324,202,K06,204,1,1/10/2025 8:57,1,1,RFID,9.9,3,E2806F122000C80241331FEC,JRA801,9.9,,63.58,
325,202,K06,201,1,1/10/2025 8:58,1,1,RFID,4.5,3,E2806F12200039023E9C4BF6,ANL688,4.5,,"1,207.33",
326,202,K06,203,1,1/10/2025 8:58,1,1,RFID,5.6,3,E2806F1220005402412D4662,JRJ2259,5.6,,771.06,
327,202,K06,201,1,1/10/2025 8:58,1,1,RFID,4.5,3,E2806F1220000702423B2FF3,JXX3311,4.5,,658.07,
328,202,K06,201,1,1/10/2025 8:59,1,1,RFID,4.5,3,E2801105200072CBFA410ACE,JMC980,4.5,,237.92,
329,202,K06,201,1,1/10/2025 9:00,1,1,RFID,4.5,3,E2801105200075828CB90A1C,MDE1491,4.5,,75.5,
330,202,K06,201,1,1/10/2025 9:00,1,1,RFID,4.5,3,E280110520007241CA3D0A55,QS1767M,4.5,,7.78,
331,202,K06,201,1,1/10/2025 9:02,1,1,RFID,4.5,3,E28011052000745DE1D40A55,JPX5792,4.5,,75.5,
332,202,K06,201,1,1/10/2025 9:03,1,1,RFID,4.5,3,E2806F1220002D02413AAEDB,JTQ9005,4.5,,75.5,
333,202,K06,204,1,1/10/2025 9:03,1,1,RFID,9.9,3,E28011052000769AE1BC0A55,VJU5277,9.9,,"1,097.90",
334,202,K06,201,1,1/10/2025 9:04,1,1,RFID,4.5,3,E2806F12200035024121B63A,JSB7188,4.5,,"2,687.83",
335,202,K06,201,1,1/10/2025 9:05,1,1,RFID,4.5,3,E280110520007515E8560ACC,JWS9519,4.5,,75.5,
336,202,K06,204,1,1/10/2025 9:05,1,1,RFID,9.9,3,E28011052000788DCB150A55,JVQ219,9.9,,74.57,
337,202,K06,203,1,1/10/2025 9:05,1,1,RFID,5.6,3,E2806F12200042023E85E9DD,JWT4562,5.6,,255.04,
338,202,K06,201,1,1/10/2025 9:06,1,1,RFID,4.5,3,E2806F122000B90242448499,JWB835,4.5,,118.32,
339,202,K06,201,1,1/10/2025 9:06,1,1,RFID,4.5,3,E2801105200072CAE8890ACC,JPU9878,4.5,,75.5,
340,202,K06,201,1,1/10/2025 9:07,1,1,RFID,4.5,3,E2806F12200027024121F0E9,JXV6761,4.5,,75.5,
341,202,K06,201,1,1/10/2025 9:07,1,1,RFID,4.5,3,E280110520007914F60C0AD3,WWQ2995,4.5,,"1,036.46",
342,202,K06,201,1,1/10/2025 9:08,1,1,RFID,4.5,3,E2806F1220005D0241471F9E,VFS6968,4.5,,75.5,
343,202,K06,201,1,1/10/2025 9:08,1,1,RFID,4.5,3,E2806F12200025024130D4E2,JSU7350,4.5,,"1,304.23",
344,202,K06,201,1,1/10/2025 9:09,1,1,RFID,4.5,3,E280110520007459F9010ACE,JPY92,4.5,,276.64,
345,202,K06,201,1,1/10/2025 9:09,1,1,RFID,4.5,3,E2806F122000C1024244DED2,JTW3536,4.5,,777.66,
346,202,K06,201,1,1/10/2025 9:09,1,1,RFID,4.5,3,E280110520007B8AE77A0ACC,JUH3987,4.5,,75.5,
347,202,K06,201,1,1/10/2025 9:10,1,1,RFID,4.5,3,E2806F12200071023E98770E,JWY1999,4.5,,"5,753.34",
348,202,K06,201,1,1/10/2025 9:11,1,1,RFID,4.5,3,E2806F122000DD02423DA88C,JXL225,4.5,,608.54,
349,202,K06,201,1,1/10/2025 9:11,1,1,RFID,4.5,3,E280110520007114E18D0A55,JVJ551,4.5,,"12,083.12",
350,202,K06,201,1,1/10/2025 9:12,1,1,RFID,4.5,3,E28011052000770DC5940A55,JVY8184,4.5,,75.5,
351,202,K06,201,1,1/10/2025 9:13,1,1,RFID,4.5,3,E2003412013120000024C57B,JVQ5702,4.5,,10.76,
352,202,K06,204,1,1/10/2025 9:13,1,1,RFID,9.9,3,E2801105200074840BB70A5A,JCB38,9.9,,70.1,
353,202,K06,201,1,1/10/2025 9:13,1,1,RFID,4.5,3,E28011052000771AF3A80ACE,JSP9959,4.5,,598.2,
354,202,K06,201,1,1/10/2025 9:13,1,1,RFID,4.5,3,E2806F122000DD02413B6E13,JWK3491,4.5,,118.1,
355,202,K06,203,1,1/10/2025 9:14,1,1,RFID,5.6,3,E2801105200078DDE9290ACC,WC8728G,5.6,,74.4,
356,202,K06,201,1,1/10/2025 9:16,1,1,RFID,4.5,3,E2806F1220008B023EB04E5B,JHR504,4.5,,59.24,
357,202,K06,201,1,1/10/2025 9:17,1,1,RFID,4.5,3,E280110520007352C6AB0A55,JVV345,4.5,,75.5,
358,202,K06,201,1,1/10/2025 9:17,1,1,RFID,4.5,3,E280110520007B52F64A0AD3,JNS8678,4.5,,75.5,
359,202,K06,201,1,1/10/2025 9:17,1,1,RFID,4.5,3,E280110520007496C85E0A55,JTL6371,4.5,,307.08,
360,202,K06,203,1,1/10/2025 9:17,1,1,RFID,5.6,3,E280110520007051E13D0A55,JLV5323,5.6,,211.56,
361,202,K06,203,1,1/10/2025 9:19,1,1,RFID,5.6,3,E2806F122000790241307C75,NEC7002,5.6,,113.94,
362,202,K06,201,1,1/10/2025 9:20,1,1,RFID,4.5,3,E28011052000784CD65709ED,JGF9297,4.5,,79.98,
363,202,K06,201,1,1/10/2025 9:21,1,1,RFID,4.5,3,E280110520007281A42209ED,RW7565,4.5,,45.95,
364,202,K06,201,1,1/10/2025 9:22,1,1,RFID,4.5,3,E2806F12200093023AE32A91,JXW7188,4.5,,"2,676.28",
365,202,K06,203,1,1/10/2025 9:23,1,1,RFID,5.6,3,E2806F12200071024245028C,KGB1634,5.6,,5.29,
367,202,K06,201,1,1/10/2025 9:25,1,1,RFID,4.5,3,E2806F12200069024223CB1F,E310,4.5,,46.77,
368,202,K06,203,1,1/10/2025 9:25,1,1,RFID,5.6,3,E280110520007295C4FD0A55,SYE9737,5.6,,75.09,
369,202,K06,201,1,1/10/2025 9:26,1,1,RFID,4.5,3,E2806F1220001002413078C9,JVN2541,4.5,,12.31,
370,202,K06,201,1,1/10/2025 9:26,1,1,RFID,4.5,3,E2806F1220000B02424E604D,JSH5647,4.5,,23.58,
371,202,K06,203,1,1/10/2025 9:26,1,1,RFID,5.6,3,E2806F1220001F02424ECCDE,JXY5326,5.6,,4.36,
372,202,K06,201,1,1/10/2025 9:27,1,1,RFID,4.5,3,E2806F122000C00241336450,JVS9779,4.5,,75.5,
373,202,K06,201,1,1/10/2025 9:27,1,1,RFID,4.5,3,E2806F1220000202424ADF2E,JWB9988,4.5,,176.78,
374,202,K06,201,1,1/10/2025 9:28,1,1,RFID,4.5,3,E2801105200076CEE8280ACC,JQV8108,4.5,,206.24,
375,202,K06,201,1,1/10/2025 9:28,1,1,RFID,4.5,3,E280110520007653C6430A55,SYS8739,4.5,,75.5,
376,202,K06,201,1,1/10/2025 9:28,1,1,RFID,4.5,3,E280110520007693C50C0A55,JVA7641,4.5,,75.5,
377,202,K06,203,1,1/10/2025 9:29,1,1,RFID,5.6,3,E28011052000745AF9BE0ACE,JVD6761,5.6,,74.4,
378,202,K06,201,1,1/10/2025 9:30,1,1,RFID,4.5,3,E280110520007996E7CB0ACC,JSU4757,4.5,,75.5,
379,202,K06,201,1,1/10/2025 9:30,1,1,RFID,4.5,3,E2806F1220008A0242454672,JNF3399,4.5,,143.07,
380,202,K06,201,1,1/10/2025 9:30,1,1,RFID,4.5,3,E280110520007102A43809ED,QQ6696,4.5,,204.9,
381,202,K06,201,1,1/10/2025 9:31,1,1,RFID,4.5,3,E28011052000738CF66E0AD3,WTG5502,4.5,,1.31,
382,202,K06,201,1,1/10/2025 9:34,1,1,RFID,4.5,3,E280110520007382E2790A55,VFN502,4.5,,85,
383,202,K06,201,1,1/10/2025 9:36,1,1,RFID,4.5,3,E2801105200074CDE1BE0A55,JVL686,4.5,,227.95,
384,202,K06,201,1,1/10/2025 9:36,1,1,RFID,4.5,3,E280110520007445E77D0ACC,JMQ1792,4.5,,77.29,
385,202,K06,201,1,1/10/2025 9:36,1,1,RFID,4.5,3,E2806F1220007602412D0D40,VMT8070,4.5,,634.52,
386,202,K06,201,1,1/10/2025 9:40,1,1,RFID,4.5,3,E2806F1220004B02412D7BB9,VMP3153,4.5,,75.5,
387,202,K06,201,1,1/10/2025 9:40,1,1,RFID,4.5,3,E280110520007ACDD63209ED,JRU3866,4.5,,75.5,
388,202,K06,201,1,1/10/2025 9:41,1,1,RFID,4.5,3,E2806F122000CC023E9BB152,JSU7845,4.5,,325.22,
389,202,K06,201,1,1/10/2025 9:42,1,1,RFID,4.5,3,E2806F122000980241212D7E,JWR9598,4.5,,"5,581.13",
390,202,K06,201,1,1/10/2025 9:42,1,1,RFID,4.5,3,E280110520007B5DE2FF0A55,JFY9775,4.5,,120.25,
391,202,K06,201,1,1/10/2025 9:43,1,1,RFID,4.5,3,E2806F12200049024121860D,JXR8527,4.5,,75.5,
392,202,K06,201,1,1/10/2025 9:44,1,1,RFID,4.5,3,E28011052000739B19100A56,RAK8625,4.5,,52.12,
393,202,K06,   ,1,1/10/2025 9:44,1,1,RFID,9.9,3,E28011052000739B19100A56,RAK8625,9.9,05 - No entry info,42.22,
394,202,K06,203,1,1/10/2025 9:44,1,1,RFID,5.6,3,E280110520007959C8C00A55,JPH1493,5.6,,65.92,
